"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"444595","APICOLA COPALCHI",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","CALLE","INSURGENTES SUR","AVENIDA","INDEPENDENCIA PONIENTE","0","SN",,,,,"BARRIO","GUADALUPE",,,,"30610","07","CHIAPAS","032","Escuintla","0070","El Triunfo                                                                                                    ","0218","006",,,,"Fijo","15.34914389","-92.55025665","2014-12"
"441347","INDUSTRIA APÍCOLA VIVES",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","PRIVADA","NINGUNO","0","SN",,,,,"BARRIO","EL MOJON",,,,"30900","07","CHIAPAS","057","Motozintla","0001","Motozintla de Mendoza                                                                                         ","0081","038",,,,"Fijo","15.37290072","-92.23209301","2014-12"
"421479","LA COLMENA IMPLEMENTOS Y PRODUCTOS APICOLAS","LA COLMENA","461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","0 a 5 personas","AVENIDA","PRIMERA NORTE PONIENTE","CALLE","QUINTA PONIENTE NORTE","CALLE","CUARTA PONIENTE NORTE","AVENIDA","PRIMERA NORTE PONIENTE","562",,,,,,"COLONIA","CENTRO",,,,"29000","07","CHIAPAS","101","Tuxtla Gutiérrez","0001","Tuxtla Gutiérrez                                                                                              ","0927","003",,,,"Fijo","16.75533742","-93.12011666","2014-12"
"509383","PRODUCTOS APICOLA WILLI EMANUEL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","SEGUNDA PONIENTE","AVENIDA","QUINTA NORTE","AVENIDA","QUINTA NORTE","CALLE","CENTRAL PONIENTE","0","SN",,,,,"BARRIO","REFORMA",,,,"30900","07","CHIAPAS","057","Motozintla","0001","Motozintla de Mendoza                                                                                         ","0170","002",,,,"Fijo","15.36566044","-92.24909413","2010-07"
"376773","PRODUCTOS APÍCOLAS CAMPANITA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","REFORMA","CALLE","PASEO DE LAS FLORES","CALLE","PASEO DE LAS FLORES","CALLE","PASEO DE LAS FLORES","3",,,,,,"FRACCIONAMIENTO","PASEO DE LAS FLORES",,,,"29270","07","CHIAPAS","078","San Cristóbal de las Casas","0001","San Cristóbal de las Casas                                                                                    ","0240","022",,,,"Fijo","16.7222328","-92.63488365","2010-07"
"483005","SOCIEDAD APICOLA PRODUCTORA Y EXPORTADORA LA NODRIZA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","TERCERA NORTE PONIENTE","CALLE","PRIMERA PONIENTE NORTE","CALLE","SEGUNDA PONIENTE NORTE","AVENIDA","CUARTA NORTE PONIENTE","0","SN",,,,,"BARRIO","BELISARIO DOMÍNGUEZ",,,,"29930","07","CHIAPAS","109","Yajalón","0001","Yajalón                                                                                                       ","008A","020",,,,"Fijo","17.17577324","-92.33365934","2010-07"
"407100","VENTA DE PRODUCTOS APICOLAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUARTA PONIENTE SUR","CALLE","SÉPTIMA SUR PONIENTE","CALLE","SEXTA SUR PONIENTE","AVENIDA","TERCERA PONIENTE SUR","0","SN",,,,,"BARRIO","BARRIO CENTRO",,,,"30187","07","CHIAPAS","052","Las Margaritas","0001","Las Margaritas                                                                                                ","0579","003",,,,"Fijo","16.30968826","-91.98179595","2014-12"
"356763","VENTA DE PRODUCTOS APICOLAS WILLI",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","NINGUNO","CALLE","OCTAVA SUR ORIENTE","CALLE","SÉPTIMA SUR ORIENTE","AVENIDA","SEXTA ORIENTE SUR","0","SN",,,,,"BARRIO","SAN AGUSTIN",,,,"30030","07","CHIAPAS","019","Comitán de Domínguez","0001","Comitán de Domínguez                                                                                          ","0292","022",,,,"Fijo","16.25048553","-92.12556579","2010-07"
"376101","UNIÓN ESTATAL SISTEMA PRODUCTO APICOLA DEL ESTADO DE CHIAPAS","UNIÓN ESTATAL SISTEMA PRODUCTO APICOLA DEL ESTADO DE CHIAPAS, A.C.","813230","Asociaciones y organizaciones civiles","0 a 5 personas","CALLE","RÍO OSUMACINTA","CALLE","CASCADAS DE AGUA AZUL","CALLE","PÁNUCO","CALLE","RÍO GRIJALVA","394",,,,,,"COLONIA","LOS LAGUITOS",,,,"29020","07","CHIAPAS","101","Tuxtla Gutiérrez","0001","Tuxtla Gutiérrez                                                                                              ","1268","009","9616023948",,,"Fijo","16.76294418","-93.14993901","2010-07"
"579783","PRODUCTOS APICOLAS EL RAYO","PRODUCTOS APICOLAS EL RAYO","464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","DÉCIMA QUINTA","CALLE","FERROCARRIL","CALLE","LIBERTAD","CALLE","DÉCIMA SÉPTIMA","0","SN",,,,,"FRACCIONAMIENTO","INDEPENDENCIA",,,,"31530","08","CHIHUAHUA","017","Cuauhtémoc","0001","Cuauhtémoc                                                                                                    ","0733","002",,,,"Fijo","28.41325259","-106.86268878","2014-12"
"602890","PRODUCTOS APICOLAS LA ABEJITA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","RICARDO FLORES MAGÓN","AVENIDA","10 SUR","AVENIDA","8 SUR","CALLE","ISIDRO FAVELA","806",,,,,,"COLONIA","FRANCISCO VILLA",,,,"33080","08","CHIHUAHUA","021","Delicias","0001","Delicias                                                                                                      ","0717","029","6394744311","MENDOZABERTHA123@HOTMAIL.COM",,"Fijo","28.17438262","-105.46263149","2010-07"
"1025428","DISTRIBUIDORA DE PRODUCTOS APICOLAS NATURALES, S.A. DE C.V.","DISTRIBUIDORA DE PRODUCTOS APICOLAS NATURALES, S.A. DE C.V.","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","REPÚBLICA DE URUGUAY","CALLE","ISABEL LA CATÓLICA","CALLE","5 DE FEBRERO","CALLE","VENUSTIANO CARRANZA","82",,,,"105",,"COLONIA","CENTRO",,,,"06060","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc                                                                                                    ","0818","010","5555102293","DIPROANSA@PRODIGY.NET.MX",,"Fijo","19.43028833","-99.13495992","2010-07"
"6201520","IMPLEMENTOS APICOLAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","FILIPINAS","AVENIDA","REPÚBLICAS","AVENIDA","PIRINEOS","CALLE","ODESA","801",,,,,,"COLONIA","PORTALES SUR",,,,"03300","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","1005","019","5556726375",,,"Fijo","19.36340023","-99.14859538","2010-07"
"942280","PRODUCTOS APÍCOLAS YIRHE",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MORELOS","CALLE","NIÑOS HÉROES","CALLE","CERRADA MORELOS","CALLE","CAMINO ANTIGUO A SAN ANDRÉS","49","BIS",,,,,"PUEBLO","SAN MATEO XALPA",,,,"16800","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","1188","006","5521562391",,,"Fijo","19.23185656","-99.11832505","2014-12"
"1090497","APÍCOLA CAMPO VERDE",,"311999","Elaboración de otros alimentos","0 a 5 personas","BOULEVARD","DE LA JUVENTUD","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,,,,,,"34169","10","DURANGO","005","Durango","0001","Victoria de Durango                                                                                           ","6777","001","6188333340",,,"Fijo","24.02812393","-104.59259253","2014-12"
"1219534","PRODUCTOS APICOLAS (MIEL)",,"311999","Elaboración de otros alimentos","0 a 5 personas","CALLE","JOSÉ MORILLO","AVENIDA","ABASOLO","CALLE","NINGUNO","CALLE","NINGUNO","2",,,,,,"RANCHO","JARRON AZUL",,,,"38400","11","GUANAJUATO","042","Valle de Santiago","0001","Valle de Santiago                                                                                             ","023A","035",,,,"Fijo","20.40504951","-101.19630222","2014-12"
"1281764","PRODUCTOS APICOLAS DEL VALLE",,"311999","Elaboración de otros alimentos","6 a 10 personas","CALLE","MOLINITO","CALLE","JOSÉ MORILLO","AVENIDA","CENTRAL","CALLE","NINGUNO","1",,,,,,,"EL MOLINITO",,,,"38400","11","GUANAJUATO","042","Valle de Santiago","0001","Valle de Santiago                                                                                             ","023A","057","4566430225",,,"Fijo","20.40493186","-101.19646118","2010-07"
"1185815","VENTA DE EQUIPO APÍCOLA",,"435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","BADAJOZ","CALLE","PAMPLONA","CALLE","CASTILLA","CALLE","PAMPLONA","226",,,,,,"COLONIA","ESPAÑA",,,,"37330","11","GUANAJUATO","020","León","0001","León de los Aldama                                                                                            ","0374","020",,,,"Fijo","21.13473526","-101.69920609","2014-12"
"1334577","PRODUCTOS APICOLAS LA ABEJITA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","PLAZUELA MIGUEL HIDALGO","CALLE","LEANDRO VALLE","CALLE","SANTOS DEGOLLADO","CALLE","PLAZUELA MIGUEL HIDALGO","0","SN",,,"77",,"COLONIA","ZONA CENTRO","MERCADO PÚBLICO","MERCADO HIDALGO","77 MESA","36500","11","GUANAJUATO","017","Irapuato","0001","Irapuato                                                                                                      ","0186","004",,,,"Fijo","20.67407458","-101.34586313","2010-07"
"1447278","VENTA DE PRODUCTOS APÍCOLAS SIN NOMBRE",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","HIDALGO","CALLE","COLÓN PONIENTE","CALLE","BERRIOZÁBAL","CALLE","IGNACIO LÓPEZ RAYÓN","17",,,,,,"COLONIA","CENTRO",,,,"40500","12","GUERRERO","007","Arcelia","0001","Arcelia                                                                                                       ","0377","006",,,,"Fijo","18.31726452","-100.2840828","2014-12"
"1582469","PRODUCTOS APÍCOLAS MIPRORAL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CERRADA","NINGUNO","CALLE","MAZATLÁN","CALLE","MAZATLÁN","AVENIDA","PUEBLA","5",,,,,,"BARRIO","LA MEDIA LUNA",,,,"42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan                                                                                                   ","0327","003",,,,"Fijo","20.48556488","-99.22530282","2014-12"
"1522957","PRODUCTOS APÍCOLAS THAFI",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","IGNACIO L VALLARTA","CALLE","MELCHOR OCAMPO","AVENIDA","PROGRESO","CALLE","MELCHOR OCAMPO","1",,,,,,"BARRIO","PROGRESO",,,,"42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan                                                                                                   ","0327","006",,,,"Semifijo","20.48907786","-99.22689009","2010-07"
"1637116","CARPINTERÍA APÍCOLA TAPALPA",,"311999","Elaboración de otros alimentos","0 a 5 personas","CALLE","FRANCISCO I. MADERO",,"NINGUNO","CALLE","LAS PIEDRAS","CALLE","CIPRIANA GONZÁLEZ","700",,,,,,"COLONIA","EL ASERRADERO",,,,"49340","14","JALISCO","086","Tapalpa","0001","Tapalpa                                                                                                       ","0168","001",,,,"Fijo","19.93882547","-103.75465867","2010-07"
"1706152","GRUPO APICOLA SANTA FE","GRUPO APICOLA SANTA FE, S.A. DE C.V.","431123","Comercio al por mayor de pescados y mariscos","6 a 10 personas","CALLE","DEL PIAL","CALLE","MELCHOR OCAMPO","AVENIDA","PINO SUÁREZ","BOULEVARD","DE LA ESPUELA","110","6",,,,,"COLONIA","EL VIGIA",,,,"45140","14","JALISCO","120","Zapopan","0001","Zapopan                                                                                                       ","1009","013","3333654196","GRUPOAPICOLASANTAFEGDL@HOTMAIL.COM",,"Fijo","20.7316644","-103.39059159","2014-12"
"1742717","PRODUCTOS APICOLAS Y VARIOS",,"431194","Comercio al por mayor de miel","0 a 5 personas","AVENIDA","DE LOS MAESTROS","CALLE","GUADALUPE VICTORIA","PRIVADA","NINGUNO","AVENIDA","DE LOS MAESTROS","0","SN",,,,,"COLONIA","EL TERRERO",,,,"45680","14","JALISCO","070","El Salto","0043","El Quince (San José el Quince)                                                                                ","1039","021",,,,"Fijo","20.54576319","-103.27424203","2014-12"
"1757404","APÍCOLA HERMANOS GARCÍA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","VICENTE GUERRERO ORIENTE","CALLE","PEDRO MORENO SUR","CALLE","NICOLÁS BRAVO SUR","CALLE","JUÁREZ ORIENTE","231",,,,,,"COLONIA","CENTRO",,,,"45800","14","JALISCO","050","Jocotepec","0001","Jocotepec                                                                                                     ","0184","035",,,,"Fijo","20.28221172","-103.42660271","2014-12"
"2511365","CARPINTERÍA DE IMPLEMENTOS APÍCOLAS",,"321920","Fabricación de productos para embalaje y envases de madera","0 a 5 personas","CALLE","PROGRESO","CALLE","FRATERNIDAD","CALLE","ARTÍCULO 123","CALLE","DANIEL ESPINOZA","0","SN",,,"5",,"COLONIA","LUISA ISABEL CAMPOS",,,,"52166","15","MÉXICO                      ","054","Metepec","0038","San Jorge Pueblo Nuevo                                                                                        ","1078","018",,,,"Fijo","19.25251573","-99.63473463","2010-07"
"2328883","APICOLA LARA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","FRAY PEDRO DE GANTE","CALLE","RAYÓN","CALLE","SILVERIO PÉREZ","AVENIDA","BENITO JUÁREZ","0","SN",,,,,"COLONIA","CENTRO",,,,"56100","15","MÉXICO                      ","099","Texcoco","0001","Texcoco de Mora                                                                                               ","0813","025",,,,"Fijo","19.51060515","-98.8842939","2014-12"
"2218442","COMERCIALIZADORA APICOLA Y PRODUCTOS MEXICANOS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","PANAMÁ","CALLE","PERÚ","CALLE","AVENIDA LUIS DONALDO COLOSIO MURRIETA","CALLE","PANAMÁ","4",,,,,,"COLONIA","EJIDOS DE SAN MIGUEL CHALMA",,,,"50000","15","MÉXICO                      ","013","Atizapán de Zaragoza","0001","Ciudad López Mateos                                                                                           ","1817","018",,,,"Fijo","19.60807382","-99.23440644","2010-07"
"2584676","APICOLA ALVAREZ",,"311999","Elaboración de otros alimentos","0 a 5 personas","CALLE","CARRILLO PUERTO","CALLE","MARIANO MATAMOROS","CALLE","PINO SUÁREZ","CALLE","CORREGIDORA","58",,,,,,"COLONIA","CENTRO",,,,"59160","16","MICHOACÁN DE OCAMPO       ","103","Venustiano Carranza","0001","San Pedro Cahro                                                                                               ","0070","012","3535720652",,,"Fijo","20.11232363","-102.64872091","2014-12"
"2643865","MIEL DE ABEJA APICOLA RIVA PALACIO",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","VENUSTIANO CARRANZA PONIENTE","CALLE","GALEANA","CALLE","ALDAMA","AVENIDA","VICENTE GUERRERO PONIENTE","23",,,,,,"COLONIA","CAMELINAS",,,,"61992","16","MICHOACÁN DE OCAMPO       ","077","San Lucas","0067","Vicente Riva Palacio                                                                                          ","0223","024","7676722466",,,"Fijo","18.368661","-100.66441224","2014-12"
"2612641","TIENDA APICOLA VALLALODID",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","HOMERO","CALLE","SÓFOCLES","CALLE","DEMÓCRITO","CALLE","VIRGILIO","409","A",,,,,"COLONIA","PASEO DE LAS LOMAS",,,,"58257","16","MICHOACÁN DE OCAMPO       ","053","Morelia","0001","Morelia                                                                                                       ","0700","052",,,,"Fijo","19.69769259","-101.14949744","2014-12"
"2613284","APICOLA VALLADOLID S DE P R D R L.",,"813110","Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios","0 a 5 personas","CALLE","ANDRÉS COBIÁN","CALLE","ALONSO DÍAZ","AVENIDA","EDUARDO TRES GUERRAS","CALLE","BARTOLOMÉ FRÍAS DE ALBORNOZ","157",,,,,,"COLONIA","ILUSTRES NOVO HISPANOS",,,,"58226","16","MICHOACÁN DE OCAMPO       ","053","Morelia","0001","Morelia                                                                                                       ","1802","020",,,,"Fijo","19.70757945","-101.1519462","2014-12"
"2805886","DIPROANSA","DISTRIBUIDORA DE PRODUCTOS APICOLAS NATURALES, S.A. DE C.V.","461190","Comercio al por menor de otros alimentos","11 a 30 personas","PRIVADA","DE LAS 14 CASAS","PRIVADA","NINGUNO","CALLE","POTRERO VERDE","AVENIDA","PLAN DE ÁYALA","0","SN",,,,,"COLONIA","JACARANDAS",,,,"62420","17","MORELOS","007","Cuernavaca","0001","Cuernavaca                                                                                                    ","037A","004","7773142507","DIPROANSA@PRODIGY.NET.MX","WWW.DIPROANSA.COM.MX","Fijo","18.92203758","-99.21815654","2014-12"
"2876969","APICOLA ELITE",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALLE","JUÁREZ","CALLE","AQUILES SERDÁN","CALLE","DURANGO",,"NINGUNO","0","SN",,,"0",,"BARRIO","LA OTRA BANDA",,,,"63900","18","NAYARIT","002","Ahuacatlán","0001","Ahuacatlán                                                                                                    ","0128","020","3242410595",,,"Fijo","21.05292266","-104.48146242","2010-07"
"3030175","APICOLA DE ALLENDE","APICOLA DE ALLENDE, S.A. DE C.V.","311422","Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación","11 a 30 personas","CALLE","LERDO DE TEJADA","CALLE","JIMÉNEZ","CALLE","GUADALUPE VICTORIA","CALLE","BENITO JUÁREZ","202",,,,,,"COLONIA","CENTRO",,,,"67350","19","NUEVO LEÓN   ","004","Allende","0001","Ciudad de Allende                                                                                             ","0131","016","8262684780","VENTAS@APICOLAALLENDE.COM",,"Fijo","25.28252412","-100.01932622","2010-07"
"2999235","GRUPO APICOLA BERALI","GRUPO APICOLA BERALI","311999","Elaboración de otros alimentos","0 a 5 personas","CALLE","NIÑO ARTILLERO","CALLE","GUADALUPE VICTORIA","CALLE","JIMÉNEZ",,"NINGUNO","0","SN",,,,,"COLONIA","EL PUERTO",,,,"67350","19","NUEVO LEÓN   ","004","Allende","0001","Ciudad de Allende                                                                                             ","0377","032","8261105325","GRUPOAPICOLABERALI@HOTMAIL.COM",,"Fijo","25.27675218","-100.01293096","2010-07"
"3060960","PRODUCTOS APICOLAS COLMENARES",,"311999","Elaboración de otros alimentos","0 a 5 personas","CALLE","RAFAEL CARREÑO","CALLE","VENUSTIANO CARRANZA","CALLE","PAJARITOS","CALLE","BUSTAMANTE","0","SN",,,,,"BARRIO","SAN ANTONIO",,,,"71200","20","OAXACA","570","Zimatlán de Álvarez","0001","Zimatlán de Álvarez                                                                                           ","0137","012",,,,"Fijo","16.86643383","-96.7887212","2010-07"
"3096733","APÍCOLA IXCAPA","OAXACA MIEL, S.A. DE C.V.","531119","Alquiler sin intermediación de otros bienes raíces","0 a 5 personas","CALLE","NACIONAL","CALLE","HIDALGO ORIENTE","CALLE","PORFIRIO DÍAZ PONIENTE","CALLE","VICENTE GUERRERO","0","SN",,,,,"COLONIA","CENTRO",,,,"71640","20","OAXACA","345","San Sebastián Ixcapa","0001","San Sebastián Ixcapa                                                                                          ","0063","016",,,,"Fijo","16.54434014","-98.14519672","2014-12"
"6484724","SOCIEDAD APICOLA DE ELOXOCHITLAN SPRRI",,"813110","Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios","6 a 10 personas","CALLE","HIDALGO","CALLE","NINGUNO",,"HIDALGO","OTRA (ESPECIFICAR)","NINGUNO","0","SN",,,,"SN","COLONIA","CENTRO",,,,"68530","20","OAXACA","029","Eloxochitlán de Flores Magón","0001","Eloxochitlán de Flores Magón                                                                                  ","003A","027",,,,"Fijo","18.17785012","-96.87551264","2016-01"
"3307832","GRUPO APÍCOLA DEL CENTRO","GRUPO APÍCOLA DEL CENTRO, S.A. DE C.V.","311999","Elaboración de otros alimentos","0 a 5 personas","PRIVADA","NINGUNO","CALLE","GUAYIN","CALLE","SAN DIEGO","CALLE","5 DE MAYO","0","SN",,,,,"SECCIÓN","QUINTA",,,,"75159","21","PUEBLA","004","Acatzingo","0002","Actipan de Morelos (Santa María Actipan)                                                                      ","0321","007","2494260928","GACSA@HOTMAIL.COM",,"Fijo","18.97217218","-97.80629021","2014-12"
"3426513","MAQUINARIA AGRÍCOLA Y EQUIPO APÍCOLA SANTOS",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","ZARAGOZA","CALLE","GUADALUPE VICTORIA","CALLE","GENERAL MARIANO ARISTA","AVENIDA","2 DE ABRIL","0","SN",,,,,"COLONIA","CENTRO",,,,"73080","21","PUEBLA","197","Xicotepec","0001","Xicotepec de Juárez                                                                                           ","0133","001",,,,"Fijo","20.27413668","-97.95880073","2010-07"
